,0
0,233.125
1,211.765625
2,207.6875
3,225.28125
4,240.734375
5,237.6875
6,246.234375
7,241.421875
8,237.3125
9,240.71875
10,237.734375
11,256.5
12,244.109375
13,246.9375
14,308.71875
15,438.140625
16,234.6875
17,229.15625
18,220.328125
19,254.46875
20,314.21875
21,316.984375
22,322.15625
23,310.9375
24,253.921875
25,255.046875
26,266.40625
27,233.3125
28,448.0625
29,462.328125
