,0
0,240.15625
1,314.59375
2,275.046875
3,531.5625
4,696.953125
5,333.234375
6,308.46875
7,294.609375
8,276.640625
9,314.953125
10,325.15625
11,302.671875
12,399.359375
13,346.78125
14,303.203125
15,399.03125
16,305.75
17,302.3125
18,310.875
19,816.953125
20,342.828125
21,317.53125
22,302.65625
23,304.53125
24,330.015625
25,321.8125
26,1620.171875
27,343.59375
28,293.03125
29,385.90625
