,0,1,2,3,4
0,7.0,16.161616161616163,1.9444444444444444,0.7,2.6598052978515625
1,7.0,96.96969696969697,1.9444444444444444,1.4,10.113716125488281
2,8.0,6.0606060606060606,2.5,1.011111111111111,2.031709671020508
3,8.0,36.36363636363637,1.9444444444444444,1.2444444444444445,5.781229496002197
4,10.0,117.17171717171718,1.5,1.1666666666666665,15.390792846679688
5,10.0,143.43434343434345,2.388888888888889,0.7,10.707533836364746
6,11.0,54.54545454545455,1.8333333333333333,0.7,10.558646202087402
7,11.0,125.25252525252526,2.1666666666666665,1.2444444444444445,13.733906745910645
8,12.0,32.323232323232325,1.9444444444444444,0.7,7.297628402709961
9,12.0,54.54545454545455,1.7222222222222223,1.1666666666666665,8.047438621520996
10,6.0,119.1919191919192,2.5,0.7,14.872749328613281
11,12.0,113.13131313131314,2.5,0.7,15.37226676940918
12,7.0,113.13131313131314,2.5,1.4,15.315088272094727
13,9.0,113.13131313131314,1.5,0.7,15.067766189575195
14,11.0,117.17171717171718,2.5,1.4,18.21756362915039
15,12.0,169.69696969696972,2.5,1.4,15.560327529907227
16,6.0,179.79797979797982,1.5,0.7,32.894893646240234
17,6.0,185.85858585858588,1.5,0.7,29.68832778930664
18,6.0,181.81818181818184,2.5,1.4,26.36175537109375
19,10.0,181.81818181818184,1.5,0.7,23.073705673217773
20,6.0,175.75757575757578,1.5,0.7,19.6723575592041
21,6.0,193.93939393939394,1.5,0.7,25.06019401550293
22,12.0,200.0,2.5,1.4,32.44597625732422
23,12.0,200.0,1.5,0.7,35.391971588134766
24,12.0,195.95959595959596,1.5,0.7,31.785282135009766
25,12.0,200.0,1.5,0.7777777777777777,33.45459747314453
26,9.0,200.0,1.5,0.7,25.18021011352539
27,12.0,193.93939393939394,2.5,1.4,19.616565704345703
28,12.0,200.0,1.5,1.4,26.8109073638916
29,12.0,200.0,2.5,0.7,28.665964126586914
30,6.0,74.74747474747475,2.5,0.7,10.474804878234863
31,6.0,157.5757575757576,1.5,1.4,19.410432815551758
32,6.0,200.0,2.5,0.7,26.041406631469727
33,6.0,187.8787878787879,2.5,0.7,23.806419372558594
34,12.0,84.84848484848486,1.5,1.4,9.706263542175293
35,12.0,200.0,1.6111111111111112,0.7,19.48926544189453
36,12.0,187.8787878787879,1.5,0.7,26.71968650817871
37,6.0,200.0,1.5,1.4,20.96388053894043
38,6.0,185.85858585858588,1.5,1.4,22.094785690307617
39,12.0,157.5757575757576,2.5,0.7,16.083581924438477
40,12.0,181.81818181818184,2.5,0.7,22.842790603637695
41,6.0,167.6767676767677,2.5,0.7,21.846261978149414
42,12.0,193.93939393939394,1.5,0.7,27.7883358001709
43,6.0,133.33333333333334,1.5,1.4,18.490631103515625
44,12.0,68.68686868686869,1.5,1.4,10.496509552001953
45,12.0,200.0,2.5,0.7777777777777777,24.966341018676758
46,12.0,189.89898989898992,1.5,1.4,26.160720825195312
47,6.0,191.91919191919195,2.5,0.7,22.08763885498047
48,6.0,177.7777777777778,2.5,1.4,22.410606384277344
49,6.0,149.4949494949495,1.5,1.4,15.56299877166748
50,6.0,64.64646464646465,2.2777777777777777,0.7777777777777777,11.281465530395508
51,6.0,133.33333333333334,2.2777777777777777,0.7,15.606098175048828
52,6.0,137.37373737373738,2.1666666666666665,1.4,13.401485443115234
53,7.0,52.525252525252526,1.9444444444444444,1.2444444444444445,6.600708961486816
54,7.0,72.72727272727273,1.5,0.7777777777777777,9.368708610534668
55,7.0,78.7878787878788,1.8333333333333333,0.7777777777777777,13.026078224182129
56,8.0,46.46464646464647,1.6111111111111112,0.7,5.909262180328369
57,10.0,191.91919191919195,2.1666666666666665,1.2444444444444445,25.551231384277344
58,11.0,14.141414141414142,2.5,1.1666666666666665,2.8994648456573486
59,11.0,80.80808080808082,1.8333333333333333,1.2444444444444445,12.218962669372559
60,10.0,200.0,2.1666666666666665,1.2444444444444445,23.81996726989746
61,6.0,193.93939393939394,1.5,0.7,25.06019401550293
62,6.0,183.83838383838386,2.5,1.4,31.320972442626953
63,6.0,177.7777777777778,1.5,0.7,21.115163803100586
64,6.0,187.8787878787879,2.5,1.4,26.061201095581055
65,12.0,183.83838383838386,2.5,1.4,19.81319808959961
66,6.0,109.0909090909091,2.5,0.7,8.679125785827637
67,6.0,185.85858585858588,1.5,0.7,29.68832778930664
68,6.0,185.85858585858588,1.5,1.4,22.094785690307617
69,12.0,159.5959595959596,2.5,0.7,18.79975128173828
70,6.0,200.0,2.5,0.7,26.041406631469727
71,6.0,189.89898989898992,2.5,0.7,24.116191864013672
72,6.0,165.65656565656568,2.5,1.4,26.34171485900879
73,6.0,155.55555555555557,1.5,1.4,18.584579467773438
74,12.0,169.69696969696972,2.5,1.4,15.560327529907227
75,12.0,123.23232323232324,1.5,1.4,14.2855863571167
76,12.0,200.0,1.5,0.7,35.391971588134766
77,12.0,200.0,1.5,0.7777777777777777,33.45459747314453
78,12.0,195.95959595959596,1.5,0.7,31.785282135009766
79,12.0,200.0,2.5,0.7,28.665964126586914
80,12.0,200.0,1.5,1.4,26.8109073638916
81,12.0,193.93939393939394,1.5,0.7,27.7883358001709
82,6.0,0.0,1.5,0.7,0.9527711868286133
83,12.0,94.94949494949496,1.5,1.4,16.361005783081055
84,11.0,200.0,1.5,0.7,30.692106246948242
85,12.0,145.45454545454547,2.5,0.7,18.436767578125
86,6.0,30.303030303030305,2.5,1.4,3.1537413597106934
87,12.0,195.95959595959596,2.5,0.7,22.62606430053711
88,8.0,200.0,1.5,0.7,29.587438583374023
89,6.0,181.81818181818184,2.5,0.7,17.370147705078125
90,6.0,200.0,1.5,1.4,20.96388053894043
91,12.0,200.0,1.6111111111111112,0.7,19.48926544189453
92,12.0,189.89898989898992,1.5,0.7,20.340028762817383
93,6.0,167.6767676767677,1.5,0.7,20.82697868347168
94,6.0,90.90909090909092,2.5,0.7,12.29808521270752
95,6.0,149.4949494949495,2.5,0.7,18.149185180664062
96,6.0,193.93939393939394,1.5,1.4,25.112014770507812
97,12.0,135.35353535353536,1.5,0.7,17.611886978149414
98,12.0,200.0,2.5,1.4,32.44597625732422
99,12.0,105.05050505050505,1.5,1.4,14.447341918945312
100,6.0,2.0202020202020203,2.5,1.1666666666666665,1.6210472583770752
101,6.0,143.43434343434345,1.9444444444444444,0.8555555555555555,17.101396560668945
102,8.0,28.282828282828284,1.5,0.7,4.855129241943359
103,8.0,149.4949494949495,2.5,0.7,22.622127532958984
104,8.0,157.5757575757576,1.6111111111111112,1.3222222222222222,15.189635276794434
105,8.0,183.83838383838386,1.7222222222222223,0.7777777777777777,26.569232940673828
106,9.0,197.97979797979798,1.9444444444444444,1.0888888888888888,27.202045440673828
107,10.0,70.70707070707071,2.2777777777777777,0.8555555555555555,11.12109375
108,11.0,0.0,2.5,1.0888888888888888,1.6561721563339233
109,11.0,56.56565656565657,2.2777777777777777,1.2444444444444445,6.676941871643066
110,6.0,191.91919191919195,2.5,0.7,22.08763885498047
111,12.0,189.89898989898992,1.5,1.4,26.160720825195312
112,12.0,200.0,1.5,0.7,35.391971588134766
113,12.0,200.0,2.5,0.7,28.665964126586914
114,12.0,107.07070707070707,2.5,0.7,16.58951759338379
115,12.0,175.75757575757578,2.5,0.7,18.569303512573242
116,12.0,200.0,1.5,1.4,26.8109073638916
117,12.0,125.25252525252526,2.5,1.4,16.226598739624023
118,6.0,90.90909090909092,1.5,1.4,8.547072410583496
119,6.0,200.0,1.5,0.7,24.861902236938477
120,12.0,195.95959595959596,1.5,0.7,31.785282135009766
121,12.0,193.93939393939394,1.5,0.7,27.7883358001709
122,6.0,117.17171717171718,1.5,0.7,11.306902885437012
123,6.0,175.75757575757578,1.5,1.4,25.386301040649414
124,12.0,141.41414141414143,2.5,1.4,19.80402183532715
125,12.0,200.0,1.6111111111111112,0.7,19.48926544189453
126,12.0,185.85858585858588,2.5,1.4,21.557714462280273
127,6.0,167.6767676767677,2.5,0.7,21.846261978149414
128,6.0,185.85858585858588,1.5,1.4,22.094785690307617
129,12.0,195.95959595959596,2.5,1.4,30.520769119262695
130,6.0,133.33333333333334,2.5,0.7,15.373448371887207
131,12.0,165.65656565656568,1.5,1.4,27.309778213500977
132,12.0,153.53535353535355,2.5,0.7,16.259061813354492
133,6.0,200.0,2.5,1.4,26.77836799621582
134,6.0,42.42424242424243,2.5,1.4,7.39402961730957
135,12.0,193.93939393939394,2.5,0.7,27.08993148803711
136,12.0,169.69696969696972,1.5,1.4,18.34064292907715
137,6.0,193.93939393939394,1.5,1.4,25.112014770507812
138,12.0,82.82828282828284,2.5,0.7,13.728962898254395
139,12.0,200.0,2.5,1.4,32.44597625732422
140,12.0,195.95959595959596,1.5,1.4,21.91143226623535
141,6.0,179.79797979797982,2.5,0.7,20.029064178466797
142,6.0,200.0,2.5,0.7,26.041406631469727
143,12.0,200.0,2.5,1.3222222222222222,23.835702896118164
144,12.0,98.98989898989899,1.5,1.4,11.591034889221191
145,12.0,16.161616161616163,2.5,1.4,4.416210174560547
146,6.0,165.65656565656568,1.5,1.4,25.776865005493164
147,12.0,135.35353535353536,1.5,0.7,17.611886978149414
148,6.0,171.71717171717174,1.5,1.4,30.995750427246094
149,6.0,171.71717171717174,1.5,0.7,19.444372177124023
150,6.0,52.525252525252526,1.6111111111111112,1.1666666666666665,9.168370246887207
151,6.0,54.54545454545455,2.0555555555555554,1.3222222222222222,6.467661380767822
152,6.0,107.07070707070707,2.1666666666666665,1.0888888888888888,12.67923355102539
153,7.0,56.56565656565657,2.388888888888889,1.2444444444444445,13.272635459899902
154,7.0,107.07070707070707,1.8333333333333333,1.4,19.522912979125977
155,8.0,183.83838383838386,2.0555555555555554,1.3222222222222222,18.887216567993164
156,9.0,143.43434343434345,1.8333333333333333,1.011111111111111,16.99616813659668
157,11.0,58.58585858585859,1.9444444444444444,0.8555555555555555,8.265151977539062
158,11.0,68.68686868686869,1.6111111111111112,1.011111111111111,13.778401374816895
159,11.0,171.71717171717174,1.6111111111111112,0.9333333333333333,20.750225067138672
160,6.0,173.73737373737376,2.5,1.4,27.234893798828125
161,6.0,167.6767676767677,2.5,1.4,28.3914794921875
162,6.0,161.61616161616163,2.5,0.7,17.29102325439453
163,6.0,171.71717171717174,1.5,1.4,30.995750427246094
164,6.0,171.71717171717174,1.5,0.7,19.444372177124023
165,12.0,0.0,2.5,0.7,1.5349832773208618
166,12.0,123.23232323232324,1.5,1.4,14.2855863571167
167,9.0,167.6767676767677,1.5,1.4,21.43801498413086
168,12.0,90.90909090909092,1.5,1.4,13.057445526123047
169,12.0,200.0,1.5,0.7,35.391971588134766
170,12.0,200.0,2.5,1.4,32.44597625732422
171,8.0,200.0,1.5,0.7,29.587438583374023
172,12.0,195.95959595959596,2.5,0.7,22.62606430053711
173,12.0,200.0,1.5,1.4,26.8109073638916
174,6.0,200.0,2.5,1.4,26.77836799621582
175,12.0,28.282828282828284,2.5,1.4,4.694112777709961
176,12.0,200.0,2.5,0.7,28.665964126586914
177,6.0,80.80808080808082,2.5,0.7,13.539815902709961
178,6.0,133.33333333333334,2.5,0.7,15.373448371887207
179,6.0,200.0,1.5,0.7,24.861902236938477
180,12.0,153.53535353535355,2.5,1.4,26.272687911987305
181,6.0,153.53535353535355,1.5,1.4,17.489517211914062
182,6.0,193.93939393939394,1.5,1.4,25.112014770507812
183,12.0,200.0,1.6111111111111112,1.4,35.911582946777344
184,11.0,200.0,1.5,1.4,22.32716178894043
185,12.0,161.61616161616163,2.5,1.4,18.426048278808594
186,12.0,191.91919191919195,1.5,1.4,29.58268928527832
187,12.0,179.79797979797982,2.5,1.4,18.450626373291016
188,12.0,193.93939393939394,1.5,0.7,27.7883358001709
189,6.0,14.141414141414142,1.5,1.4,2.517653465270996
190,6.0,191.91919191919195,2.5,0.7,22.08763885498047
191,12.0,200.0,1.6111111111111112,0.7,19.48926544189453
192,6.0,119.1919191919192,2.5,0.7,14.872749328613281
193,12.0,193.93939393939394,2.5,1.4,19.616565704345703
194,12.0,101.01010101010101,2.5,0.7,15.773675918579102
195,6.0,179.79797979797982,1.5,0.7,32.894893646240234
196,6.0,179.79797979797982,1.5,1.4,26.25522804260254
197,6.0,177.7777777777778,2.5,0.7,18.403621673583984
198,6.0,200.0,1.5,1.4,20.96388053894043
199,12.0,147.4747474747475,2.5,0.7,20.389835357666016
200,6.0,40.40404040404041,1.5,1.1666666666666665,6.995808124542236
201,7.0,78.7878787878788,1.8333333333333333,0.8555555555555555,9.441887855529785
202,8.0,32.323232323232325,2.5,0.7777777777777777,5.290240287780762
203,9.0,2.0202020202020203,1.6111111111111112,0.8555555555555555,1.4791035652160645
204,10.0,103.03030303030303,1.8333333333333333,1.3222222222222222,12.310202598571777
205,11.0,84.84848484848486,1.8333333333333333,0.8555555555555555,11.259466171264648
206,12.0,0.0,1.7222222222222223,1.0888888888888888,2.017491102218628
207,12.0,36.36363636363637,2.0555555555555554,0.7,6.024479866027832
208,12.0,42.42424242424243,2.1666666666666665,0.8555555555555555,5.774127006530762
209,12.0,90.90909090909092,2.2777777777777777,1.4,11.713421821594238
210,6.0,96.96969696969697,1.5,0.7,14.120555877685547
211,6.0,96.96969696969697,2.5,1.4,10.608211517333984
212,12.0,96.96969696969697,1.5,0.7,14.10733413696289
213,9.0,94.94949494949496,1.5,0.7,11.737659454345703
214,6.0,115.15151515151516,1.5,0.7,14.741182327270508
215,12.0,121.21212121212122,1.5,0.7,17.885082244873047
216,11.0,129.2929292929293,1.5,0.7,19.811691284179688
217,6.0,131.31313131313132,2.5,0.7,14.506052017211914
218,12.0,129.2929292929293,1.5,1.4,12.559511184692383
